orderID,status,orderPlacedTimeStamp,riderDepartForResTimeStamp,riderArriveAtResTimeStamp,riderCollectOrderTimeStamp,riderDeliverOrderTimeStamp,specialRequest,deliveryAddress,riderID,deliveryID
273,TRUE,2020-04-03 18:00:44,2020-04-03 18:03:44,2020-04-03 18:12:44,2020-04-03 18:20:44,2020-04-03 18:22:44,,2274 Nobel Pass,46,10
274,TRUE,2020-04-06 19:59:51,2020-04-06 20:02:51,2020-04-06 20:03:51,2020-04-06 20:06:51,2020-04-06 20:11:51,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,21 Mccormick Trail,48,6
275,TRUE,2020-04-14 16:32:36,2020-04-14 16:33:36,2020-04-14 16:38:36,2020-04-14 16:40:36,2020-04-14 16:47:36,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,9170 Reinke Street,50,2
276,TRUE,2020-04-21 17:00:06,2020-04-21 17:00:06,2020-04-21 17:03:06,2020-04-21 17:04:06,2020-04-21 17:04:06,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,1770 Ryan Parkway,52,5
277,TRUE,2020-04-13 10:33:13,2020-04-13 10:33:13,2020-04-13 10:42:13,2020-04-13 10:51:13,2020-04-13 10:52:13,,702 Declaration Park,54,4
278,TRUE,2020-04-01 13:35:17,2020-04-01 13:36:17,2020-04-01 13:37:17,2020-04-01 13:42:17,2020-04-01 13:44:17,,7793 Delaware Drive,56,5
279,TRUE,2020-04-18 19:28:41,2020-04-18 19:29:41,2020-04-18 19:32:41,2020-04-18 19:32:41,2020-04-18 19:35:41,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,460 Dorton Plaza,58,8
280,TRUE,2020-04-03 17:27:23,2020-04-03 17:34:23,2020-04-03 17:36:23,2020-04-03 17:41:23,2020-04-03 17:45:23,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,269 5th Drive,60,9
281,TRUE,2020-04-25 21:29:45,2020-04-25 21:29:45,2020-04-25 21:31:45,2020-04-25 21:38:45,2020-04-25 21:38:45,a suscipit nulla elit ac nulla sed vel enim sit,24 Green Hill,62,5
282,TRUE,2020-04-01 16:35:53,2020-04-01 16:41:53,2020-04-01 16:50:53,2020-04-01 16:54:53,2020-04-01 16:54:53,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,1660 Old Gate Park,64,5
283,TRUE,2020-04-07 16:17:49,2020-04-07 16:23:49,2020-04-07 16:32:49,2020-04-07 16:33:49,2020-04-07 16:42:49,,317 Steensland Park,66,1
284,TRUE,2020-04-11 17:50:38,2020-04-11 17:58:38,2020-04-11 18:02:38,2020-04-11 18:07:38,2020-04-11 18:15:38,,749 La Follette Drive,68,8
285,TRUE,2020-04-18 11:04:16,2020-04-18 11:12:16,2020-04-18 11:13:16,2020-04-18 11:15:16,2020-04-18 11:22:16,,3 Pine View Street,70,3
286,TRUE,2020-04-23 12:24:44,2020-04-23 12:31:44,2020-04-23 12:34:44,2020-04-23 12:42:44,2020-04-23 12:51:44,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,560 Old Gate Hill,72,8
287,TRUE,2020-04-02 18:27:46,2020-04-02 18:36:46,2020-04-02 18:43:46,2020-04-02 18:51:46,2020-04-02 18:53:46,,313 Anzinger Point,74,7
288,TRUE,2020-04-05 13:01:13,2020-04-05 13:01:13,2020-04-05 13:10:13,2020-04-05 13:11:13,2020-04-05 13:19:13,,30 Mcbride Way,76,2
289,TRUE,2020-04-28 16:20:30,2020-04-28 16:26:30,2020-04-28 16:27:30,2020-04-28 16:33:30,2020-04-28 16:40:30,,28442 Barby Court,78,2
290,TRUE,2020-04-27 15:48:19,2020-04-27 15:53:19,2020-04-27 15:55:19,2020-04-27 16:03:19,2020-04-27 16:06:19,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,25 Oneill Court,80,3
291,TRUE,2020-04-29 11:53:04,2020-04-29 11:55:04,2020-04-29 11:57:04,2020-04-29 12:04:04,2020-04-29 12:10:04,,4 Canary Way,82,6
292,TRUE,2020-04-17 18:15:34,2020-04-17 18:17:34,2020-04-17 18:24:34,2020-04-17 18:33:34,2020-04-17 18:37:34,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,10 Boyd Trail,84,10
293,TRUE,2020-04-13 17:36:56,2020-04-13 17:42:56,2020-04-13 17:51:56,2020-04-13 17:55:56,2020-04-13 18:02:56,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,85455 Gulseth Place,86,5
294,TRUE,2020-04-07 18:36:48,2020-04-07 18:38:48,2020-04-07 18:43:48,2020-04-07 18:45:48,2020-04-07 18:47:48,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,16 Park Meadow Crossing,88,6
295,TRUE,2020-04-07 13:23:10,2020-04-07 13:29:10,2020-04-07 13:33:10,2020-04-07 13:42:10,2020-04-07 13:43:10,,358 Delaware Trail,90,9
296,TRUE,2020-04-14 20:32:49,2020-04-14 20:40:49,2020-04-14 20:40:49,2020-04-14 20:40:49,2020-04-14 20:41:49,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,0504 Lawn Plaza,92,1
297,TRUE,2020-04-02 17:50:12,2020-04-02 17:53:12,2020-04-02 17:54:12,2020-04-02 18:03:12,2020-04-02 18:10:12,non interdum in ante vestibulum ante ipsum primis in faucibus orci,5641 Bowman Crossing,94,5
298,TRUE,2020-04-09 15:44:23,2020-04-09 15:47:23,2020-04-09 15:55:23,2020-04-09 15:57:23,2020-04-09 16:06:23,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,390 Oak Court,96,5
299,TRUE,2020-04-24 16:34:49,2020-04-24 16:43:49,2020-04-24 16:49:49,2020-04-24 16:52:49,2020-04-24 16:58:49,,208 Hanover Terrace,98,9
300,TRUE,2020-04-03 12:11:51,2020-04-03 12:15:51,2020-04-03 12:23:51,2020-04-03 12:29:51,2020-04-03 12:29:51,,864 Merchant Hill,100,3
